S/N,HS Code,HS Description,HS Qty Unit,Competent Authorities - Controlling by HS Code,,,CA Product Code,CA Product Description,CA Product Qty Unit,Competent Authorities - Controlling by Product Code,,,Duty Rates,
131,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NPYBR,BLOOD PYTHON (PYTHON BRONGERSMAI),HDS,CIT,CIT,CIT,-,-
132,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NPYCU,SUMATRAN SHORT-TAILED PYTHON (PYTHON CURTUS),HDS,CIT,CIT,CIT,-,-
133,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NPYRE,RETICULATED PYTHON (PYTHON RETICULATUS),HDS,CIT,CIT,CIT,-,-
134,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NPYREG,ROYAL PYTHON (PYTHON REGIUS),HDS,CIT,CIT,CIT,-,-
135,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NPYTI,TIMOR PYTHON (PYTHON TIMORIENSIS),HDS,CIT,CIT,CIT,-,-
136,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NRASW,YANGTZE GIANT SOFTSHELL TURTLE (RAFETUS SWINHOEI),HDS,CIT,CIT,CIT,-,-
137,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NSABE,BEAL'S EYED TURTLE (SACALIA BEALEI),HDS,CIT,CIT,CIT,-,-
138,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NSAQU,FOUR-EYED TURTLE (SACALIA QUADRIOCELLATA),HDS,CIT,CIT,CIT,-,-
139,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NTEGR,SPUR-THIGHED TORTOISE (TESTUDO GRAECA),HDS,CIT,CIT,CIT,-,-
140,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NTEHE,HERMANN'S TORTOISE (TESTUDO HERMANNI),HDS,CIT,CIT,CIT,-,-
141,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NTRMA,MANGSHAN PITVIPER (TRIMERESURUS MANGSHANENSIS),HDS,CIT,CIT,CIT,-,-
142,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NTUSP,TEGU SPECIES (TUPINAMBIS SPP.),HDS,CIT,CIT,CIT,-,-
143,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NURHE,HENKEL'S FLAT-TAILED GECKO (UROPLATUS HENKELI),HDS,CIT,CIT,CIT,-,-
144,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NUROC,OCELLATED MASTIGURE (UROMASTYX OCELLATA),HDS,CIT,CIT,CIT,-,-
145,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NUROR,ORNATE SPINY-TAILED LIZARD (UROMASTYX ORNATA),HDS,CIT,CIT,CIT,-,-
146,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NVASA,WATER MONITOR (VARANUS SALVATOR),HDS,CIT,CIT,CIT,-,-
147,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NVASP,LIZARD (VARANUS SPP.),HDS,CIT,CIT,CIT,-,-
148,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NVISI,COCHINE FOREST CANE TURTLE (VIJAYACHELYS SILVATICA),HDS,CIT,CIT,CIT,-,-
149,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NXESP,ASIATIC WATER SNAKE (XENOCHROPHIS PISCATOR),HDS,CIT,CIT,CIT,-,-
150,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP3NMASI,CHINESE STRIPE-NECKED TURTLE (MAUREMYS SINENSIS),HDS,CIT,CIT,CIT,-,-
151,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP3NMATE,ALLIGATOR SNAPPING TURTLE (MACROCLEMYS TEMMINCKII),HDS,CIT,CIT,CIT,-,-
152,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NMAAN,ANNAM LEAF TURTLE (MAUREMYS ANNAMENSIS),HDS,CIT,CIT,CIT,-,-
153,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NMAEM,ASIAN TORTOISE (MANOURIA EMYS),HDS,CIT,CIT,CIT,-,-
154,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NMATE,DIAMONDBACK TERRAPIN (MALACLEMYS TERRAPIN),HDS,CIT,CIT,CIT,-,-
155,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NAPFE,FLORIDA SOFTSHELL TURTLE (APALONE FEROX),HDS,CIT,CIT,CIT,-,-
156,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NAPSP,SPINY SOFT-SHELL TURTLE (APALONE SPINIFERA),HDS,CIT,CIT,CIT,-,-
157,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NCHSE,COMMON SNAPPING TURTLE (CHELYDRA SERPENTINA),HDS,CIT,CIT,CIT,-,-
158,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NCYDE,ASIAN-LEAF TURTLE (CYCLEMYS DENTA),HDS,CIT,CIT,CIT,-,-
159,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NGESP,NON-CITES GECKO,HDS,CIT,CIT,CIT,-,-
160,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NLILI,NON-CITES LIZARD,HDS,CIT,CIT,CIT,-,-
161,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NLISN,NON-CITES SNAKE,HDS,CIT,CIT,CIT,-,-
162,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NTUSP,NON-CITES TURTLE/TORTOISE,HDS,CIT,CIT,CIT,-,-
163,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NALSI,CHINESE ALLIGATOR (ALLIGATOR SINENSIS),HDS,CIT,CIT,CIT,-,-
164,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NASRA,RADIATED TORTOISE (ASTROCHELYS RADIATA),HDS,CIT,CIT,CIT,-,-
165,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NBAAF,SOUTHERN RIVER TERRAPIN (BATAGUR AFFINIS),HDS,CIT,CIT,CIT,-,-
166,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NBRFA,FIJI BANDED IGUANA (BRACHYLOPHUS FASCIATUS),HDS,CIT,CIT,CIT,-,-
167,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NCHCH,SOUTHEAST ASIAN NARROW-HEADED SOFTSHELL TURTLE (CHITRA CHITRA),HDS,CIT,CIT,CIT,-,-
168,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NCHVA,BURMESE NARROW-HEADED SOFTSHELL TURTLE (CHITRA VANDIJKI),HDS,CIT,CIT,CIT,-,-
169,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NCRPAPA,MARSH CROCODILE (CROCODYLUS PALUSTRIS PALUSTRIS),HDS,CIT,CIT,CIT,-,-
170,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NCRPO,SALTWATER CROCODILE (CROCODYLUS POROSUS),HDS,CIT,CIT,CIT,-,-
171,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NCRSI,SIAMESE CROCODILE (CROCODYLUS SIAMENSIS),HDS,CIT,CIT,CIT,-,-
172,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NCYCO,RHINOCEROS IGUANA (CYCLURA CORNUTA),HDS,CIT,CIT,CIT,-,-
173,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NGEHA,BLACK POND TURTLE (GEOCLEMYS HAMILTONII),HDS,CIT,CIT,CIT,-,-
174,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NGEPL,BURMESE STAR TORTOISE (GEOCHELONE PLATYNOTA),HDS,CIT,CIT,CIT,-,-
175,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NLYWI,ELECTRIC BLUE GECKO (LYGODACTYLUS WILLIAMSI),HDS,CIT,CIT,CIT,-,-
176,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NOSTE,DWARF CROCODILE (OSTEOLAEMUS TETRASPIS),HDS,CIT,CIT,CIT,-,-
177,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NPLME,BIG-HEADED TURTLE (PLATYSTERNON MEGACEPHALUM),HDS,CIT,CIT,CIT,-,-
178,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NPYPL,MADAGASCAR FLAT-SHELLED TORTOISE (PYXIS PLANICAUDA),HDS,CIT,CIT,CIT,-,-
179,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NSHCR,CHINESE CROCODILE LIZARD (SHINISAURUS CROCODILURUS),HDS,CIT,CIT,CIT,-,-
180,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NTOSC,FALSE GAVIAL (TOMISTOMA SCHLEGELII),HDS,CIT,CIT,CIT,-,-
181,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NVAKO,KOMODO DRAGON (VARANUS KOMODOENSIS),HDS,CIT,CIT,CIT,-,-
182,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2CUTR,CHINESE THREE-STRIPED BOX TURTLE (CUORA TRIFASCIATA),HDS,CIT,CIT,CIT,-,-
183,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NALGI,ALDABRA GIANT TORTOISE (ALDABRACHELYS GIGANTEA),HDS,CIT,CIT,CIT,-,-
184,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NGEGE,TOKAY GECKO (GEKKO GECKO),HDS,CIT,CIT,CIT,-,-
185,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",VRP0PE8,CHINESE SOFT-SHELLED TURTLE (PELODISCUS SINENSIS) FOR HUMAN CONSUMPTION,NMB,L&A,L&A,L&A,-,-
186,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",VRP2AC8,SOFT-SHELLED TURTLE (AMYDA CARTILAGINEA) FOR HUMAN CONSUMPTION,NMB,L&A,L&A,L&A,-,-
187,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",FAO0TT1REDS,ORNAMENTAL RED-EARED SLIDER TURTLES,PCS,ORF,ORF,-,-,-
188,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",FAO0TT1TURT,FRESHWATER ORNAMENTAL TURTLES,PCS,ORF,ORF,-,-,-
189,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",FAO0ZX1REPT,FRESHWATER ORNAMENTAL REPTILE (PLEASE SPECIFY THE CORRECT SPECIES),PCS,ORF,ORF,-,-,-
190,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",FAO2TT1TURT,CITES FRESHWATER ORNAMENTAL TURTLES (PLEASE SPECIFY THE CORRECT SPECIES),PCS,ORF,ORF,-,-,-
191,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NCESU,AFRICAN SPURRED TORTOISE (CENTROCHELYS SULCATA),HDS,CIT,CIT,CIT,-,-
192,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NCRMI,PHILIPPINE CROCODILE (CROCODYLUS MINDORENSIS) - LIVE,HDS,CIT,CIT,CIT,-,-
193,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NVAAU,PEACOCK MONITOR (VARANUS AUFFENBERGI),HDS,CIT,CIT,CIT,-,-
194,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NMOHA,CARPET PYTHON (MORELIA SPILOTA HARRISONI),HDS,CIT,CIT,CIT,-,-
195,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP0NTRGR,CROCODILE SKINKS (TRIBOLONOTUS GRACILIS) - LIVE,HDS,CIT,CIT,CIT,-,-
196,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP1NSPPU,TUATARA (SPHENODON PUNCTATUS),HDS,CIT,CIT,CIT,-,-
197,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2KIBE,TORTOISE - BELL'S HINGED-BACK (KINIXYS BELLIANA),HDS,CIT,CIT,CIT,-,-
198,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NASME,BLACK-HEADED PYTHON (ASPIDITES MELANOCEPHALUS),HDS,CIT,CIT,CIT,-,-
199,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NGOLU,LIVE GONIUROSAURUS LUII (CHINESE LEOPARD GECKO),HDS,CIT,CIT,CIT,-,-
200,01062000,LIVE REPTILES (NMB),NMB,"CIT
ORF
L&A","CIT
ORF
L&A","CIT
L&A",CRP2NGOHU,LIVE GONIUROSAURUS HUULIENSIS (HUULIEN TIGER GECKO),HDS,CIT,CIT,CIT,-,-
201,01063100,LIVE BIRDS OF PREY (NMB),NMB,ANI,ANI,ANI,VBD1BP,LIVE BIRDS OF PREY,NMB,ANI,ANI,ANI,-,-
202,01063200,LIVE PSITTACIFORMES (NMB),NMB,ANI,ANI,ANI,VBD1ZZ,LIVE PSITTACIFORMES (CITES LISTED),NMB,ANI,ANI,ANI,-,-
203,01063300,LIVE OSTRICHES & EMUS (NMB),NMB,ANI,ANI,ANI,VBD0ZZ,LIVE OSTRICHES AND EMUS  (NON-CITES),NMB,ANI,ANI,ANI,-,-
204,01063300,LIVE OSTRICHES & EMUS (NMB),NMB,ANI,ANI,ANI,VBD1ZZ,LIVE OSTRICHES AND EMUS  (CITES LISTED),NMB,ANI,ANI,ANI,-,-
205,01063900,OTHER LIVE BIRDS (NMB),NMB,ANI,ANI,ANI,VBD0ZZ,OTHER LIVE BIRDS (NON-CITES),NMB,ANI,ANI,ANI,-,-
206,01063900,OTHER LIVE BIRDS (NMB),NMB,ANI,ANI,ANI,VBD1ZZ,OTHER LIVE BIRDS (CITES-LISTED),NMB,ANI,ANI,ANI,-,-
207,01064100,LIVE BEES (NMB),NMB,-,-,-,-,-,-,-,-,-,-,-
208,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTAJ,BUTTERFLIES & MOTHS (ATROPHANEURA JOPHON)- CITES APP II,NMB,CIT,CIT,CIT,-,-
209,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTAP,BUTTERFLIES & MOTHS (ATROPHANEURA PANDIYANA)- CITES APP II,NMB,CIT,CIT,CIT,-,-
210,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTBS,BUTTERFLIES & MOTHS (BHUTANITIS SPP)- CITES APP II,NMB,CIT,CIT,CIT,-,-
211,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTOS,BUTTERFLIES & MOTHS (ORNITHOPTERA SPP)- CITES APP II,NMB,CIT,CIT,CIT,-,-
212,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTPA,BUTTERFLIES & MOTHS (PARNASSIUS APOLLO)- CITES APP II,NMB,CIT,CIT,CIT,-,-
213,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTTE,BUTTERFLIES & MOTHS (TEINOPALPUS SPP)- CITES APP II,NMB,CIT,CIT,CIT,-,-
214,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTTH,BUTTERFLIES & MOTHS (TROIDES HELENA)- CITES APP II,NMB,CIT,CIT,CIT,-,-
215,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTTO,BUTTERFLIES & MOTHS (TROIDES SPP)- CITES APP II,NMB,CIT,CIT,CIT,-,-
216,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTTPH,BUTTERFLIES & MOTHS (PAPILIO HOSPITON)- CITES APP II,NMB,CIT,CIT,CIT,-,-
217,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS2BTTR,BUTTERFLIES & MOTHS (TROGONOPTERA SPP)- CITES APP II,NMB,CIT,CIT,CIT,-,-
218,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0CB,CAPE STAG BEETLES (COLOPHON SPP) (SOUTH AFRICA) CITES APP III,NMB,CIT,-,-,-,-
219,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0BT,BUTTERFLIES & MOTHS (ALL STAGES OF GROWTH),NMB,PHU,-,-,-,-
220,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0CR,CRICKETS,NMB,PHU,-,-,-,-
221,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0FF,FRUIT FLIES,NMB,PHU,-,-,-,-
222,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0FFG,GENETICALLY MODIFIED FRUIT FLIES,NMB,PHU,-,-,-,-
223,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0GR,GRASSHOPPERS,NMB,PHU,-,-,-,-
224,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0MAS,LACEWING (MALLADA SPP.),NMB,PHU,-,-,-,-
225,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0MW,MEALWORMS,NMB,PHU,-,-,-,-
226,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0RB,RHINOCEROS BEETLES,NMB,PHU,-,-,-,-
227,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0TPS,MITES (TYPHLODROMIPS SPP.),NMB,PHU,-,-,-,-
228,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0BETA,NON-CITES BEETLE SPECIES (ADULT),NMB,CIT,CIT,CIT,-,-
229,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0BETL,NON-CITES BEETLE SPECIES (LARVAE),NMB,CIT,CIT,CIT,-,-
230,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0LASP,WATER SCORPION (LACCOTREPHES SPP),NMB,CIT,CIT,CIT,-,-
231,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,CLS0MAN,MANTIS,NMB,CIT,CIT,CIT,-,-
232,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,CLS0HEIL,BLACK SOLDIER FLIES (HERMETIA ILLUCENS),NMB,CIT,CIT,CIT,-,-
233,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0SI,STICK INSECTS,NMB,CIT,CIT,CIT,-,-
234,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,ALS0BE,BEES,NMB,CIT,CIT,CIT,-,-
235,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,CLS0GRPO,MADAGASCAR HISSING COCKROACHES (GROMPHADORHINA PORTENTOSA),NMB,CIT,CIT,CIT,-,-
236,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,CLS0NCFL,NON-CITES FLIES,NMB,CIT,CIT,CIT,-,-
237,01064900,OTHER LIVE INSECTS (NMB),NMB,"CIT
PHU",CIT,CIT,MISC,NON-CONTROLLED ITEM.,NMB,-,CIT,-,-,-
238,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",VAP0FF,LIVE FROGS FOR FISH FEEDING,NMB,ANI,ANI,ANI,-,-
239,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",VAP0ZZ,LIVE FROGS (NON-CITES),NMB,ANI,ANI,ANI,-,-
240,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",VAP1ZZ,LIVE FROGS (CITES LISTED),NMB,ANI,ANI,ANI,-,-
241,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",VWA0ZZ,OTHER LIVE ZOO ANIMALS (NON-CITES),NMB,ANI,ANI,ANI,-,-
242,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",VWA1ZZ,OTHER LIVE ZOO ANIMALS (CITES LISTED),NMB,ANI,ANI,ANI,-,-
243,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",ALV00Z,INVERTEBRATE OTHERS,NMB,PHU,-,-,-,-
244,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",VAP0FG,LIVE FROGS FOR HUMAN CONSUMPTION,NMB,L&A,L&A,L&A,-,-
245,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",FAO0FL1FROG,FRESHWATER ORNAMENTAL FROGS,PCS,ORF,ORF,-,-,-
246,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",FAO0ZX1AMPH,FRESHWATER ORNAMENTAL AMPHIBIAN (PLEASE SPECIFY THE CORRECT SPECIES),PCS,ORF,ORF,-,-,-
247,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",FAO2ZX2AMP,CITES FRESHWATER ORNAMENTAL AMPHIBIANS (PLEASE SPECIFY THE CORRECT SPECIES),PCS,ORF,ORF,-,-,-
248,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",ALV0EA,EARTHWORMS (ANNELIDA),NMB,CIT,CIT,-,-,-
249,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",ALV0CE,CENTIPEDES,NMB,CIT,CIT,-,-,-
250,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",CRP2NHIVE,LIVE SOUTHERN MEDICINAL LEECH (HIRUDO VERBANA),NMB,CIT,CIT,-,-,-
251,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",CRP2NHIME,LIVE MEDICINAL LEECH (HIRUDO MEDICINALIS),NMB,CIT,CIT,-,-,-
252,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",ALV0ML,MILLIPEDES,NMB,CIT,CIT,-,-,-
253,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",ALV0SC,SCORPIONS,NMB,CIT,CIT,-,-,-
254,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",ALV0SP,SPIDERS,NMB,CIT,CIT,-,-,-
255,01069000,OTHER LIVE ANIMALS (NMB),NMB,"ANI
PHU
ORF
L&A
CIT","ANI
ORF
L&A
CIT","ANI
L&A",ALV0TA,TARANTULAS,NMB,CIT,CIT,-,-,-
